# P20
# مكان الوفاة
5,الهجين[هذا],هُجَين[هٰذَا],NOUN[DET],N------S1D[SD----MS1-],1[6],dep[det]
<none>[6],<none>[الهجين],<none>[الهجين],<none>[X],<none>[U---------],<none>[1],<none>[dep]

# P1532
# يُمثِّل رياضياً
1,يُمثِّل,مَثَِل[ُمثَِّأَل],VERB,VIIA-3MS--,0,root
2,رياضياً,رِيَاضِيّ,ADJ,A-----MS4I,1,obl

# P1533
# اسم عائلة مطابق للاسم الأول
1,اسم,اِسم,NOUN,N------S1R,0[3],root[nsubj]
2,عائلة,عَائِلَة,NOUN,N------S2I,1,nmod
3,مطابق,مِطبَق[مُطَابِق],NOUN[ADJ],N------S2I[A-----MS1I],2[0],nmod[root]
4-5[4],للاسم,_[للاسم],_[X],_[U---------],_[3],_[obj]
4[5],ل[الأول],لِ[أَوَّل],ADP[ADJ],P---------[A-----MS2D],5[4],case[amod]
5[<none>],الاسم[<none>],اِسم[<none>],NOUN[<none>],N------S2D[<none>],3[<none>],nmod[<none>]
6[<none>],الأول[<none>],أَوَّل[<none>],ADJ[<none>],A-----MS2D[<none>],5[<none>],amod[<none>]

# P1535
# تُستخدَم بواسطة
1,تُستخدَم,اِستَخدَم[اُِستخَدََم],VERB,VIIA-3FS--[VIIP-3FS--],0,root
2[2-3],بواسطة,بُوسُطِيّ[_],NOUN[_],N------S1I[_],1[_],nsubj[_]
<none>[2],<none>[ب],<none>[بِ],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[واسطة],<none>[وَاسِطَة],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[obl]

# P1537
# عامل المساهمة
1,عامل,عَامِل,ADJ[NOUN],A-----MS1R[U---------],0,root
2,المساهمة,مُسَاهَمَة,NOUN,N------S2D,1,nmod

# P1539
# عدد السكان الإناث
1,عدد,عَدَد,NOUN,N------S1R,0,root
2,السكان,سَاكِن,NOUN,N------P2D,1,nmod
3,الإناث,أُنثَى,ADJ[NOUN],A-----MP2D[N------P2D],2,amod[nmod]

# P1540
# عدد السكان الذكور
1,عدد,عَدَد,NOUN,N------S1R,0,root
2,السكان,سَاكِن,NOUN,N------P2D,1,nmod
3,الذكور,ذَكُور[الذكور],ADJ,A-----MP2D,2,amod[nmod]

# P1542
# تسبب في
1,تسبب,تَسَبَّب,VERB,VP-A-3MS--[VIIA-2MS--],0,root
2,في,فِي,ADP,P---------,1,punct[case]

# P1547
# يعتمد على برنامج
1,يعتمد,اِعتَمَد,VERB,VIIA-3MS--,0,root
2,على,عَلَى,ADP,P---------,3,case
3,برنامج,بَرنَامَج,NOUN,N------S2I[N------S2R],1,obl:arg

# P1548
# الحد الأقصى لعدد الأضواء
1,الحد,حَدّ,NOUN,N------S1D,0,root
2,الأقصى,أَقصَى,ADJ,A-----MS1D,1,amod
3-4,لعدد,_,_,_,_,_
3,ل,لِ,ADP,P---------,4,case
4,عدد,عَدَد,NOUN,N------S2R[N------S2I],1,nmod
5[5-6],الأضواء,ضَوء[_],NOUN[_],N------P2D[_],4[_],nmod[_]
<none>[5],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[6],<none>[cc]
<none>[6],<none>[أضواء],<none>[ضَوء],<none>[NOUN],<none>[N------P2I],<none>[4],<none>[nmod]

# P1552
# ممثلة بـ
1,ممثلة,مُمَثِّلَة[مُمَثَّل],NOUN,N------S1I[A-----FS1I],0,root
2,بـ,بِ,ADP,P---------,1,case

# P1557
# مظهر لـ
1,مظهر,مظهر[مَظهَر],X[NOUN],U---------[N------S1I],0,root
2,لـ,لِ,ADP,P---------,1,case

# P1560
# اسم معطى للجنس الآخر
1,اسم,اِسم,NOUN,N------S1I,0,root
2,معطى,مُعطَى[مَعطَى],ADJ,A-----MS2I[A-----MS1I],1,amod
3-4[3],للجنس,_[جِنس],_[NOUN],_[N------S2D],_[2],_[nmod]
3[4],ل[الآخر],لِ[آخَر],ADP[ADJ],P---------[A-----MS2D],4[3],case[amod]
4[<none>],الجنس[<none>],جِنس[<none>],NOUN[<none>],N------S2D[<none>],1[<none>],nmod[<none>]
5[<none>],الآخر[<none>],آخَر[<none>],ADJ[<none>],A-----MS2D[<none>],4[<none>],amod[<none>]

# P1568
# مجال الدالة
1,مجال,مَجَال,NOUN,N------S1R,0,root
2,الدالة,دَالَة[حَالَة],NOUN,N------S2D,1,nmod

# P1574
# مثال لـ
1,مثال,مِثَال,NOUN,N------S1I,0,root
2,لـ,لِ,ADP,P---------,1,punct[case]

# P1582
# منتج طبيعي من أصنوفة
1,منتج,مُنتَج,NOUN,N------S1I,0,root
2,طبيعي,طَبِيعِيّ,ADJ,A-----MS1I,1,amod
3,من,مِن,ADP,P---------,4,case
4,أصنوفة,أُصنُوفَة[أَصنُوفَة],NOUN,N------S2I,1,nmod

# P1592
# المدعي
1,المدعي,مُدَّعِي,NOUN[X],N------S1D[U---------],0,root

# P1594
# القاضي
1,القاضي,قَاضِي[القاضي],NOUN[X],N------S1D[U---------],0,root

# P1598
# واضع اليد
1-2[1],واضع,_[وَاضِع],_[ADJ],_[A-----MS1R],_[0],_[root]
1[2],و[اليد],وَ[يَد],CCONJ[NOUN],C---------[N------S2D],0[1],root[nmod]
2[<none>],أضع[<none>],وَضَع[<none>],VERB[<none>],VIIA-1MS--[<none>],1[<none>],parataxis[<none>]
3[<none>],اليد[<none>],يَد[<none>],NOUN[<none>],N------S4D[<none>],2[<none>],obj[<none>]

# P1605
# المستودع الطبيعي
1,المستودع,مُستَودَع[مُستَودِع],NOUN,N------S1D,0,root
2,الطبيعي,طَبِيعِيّ,ADJ,A-----MS1D,1,amod

# P1611
# رمز الناتو للرتب العسكرية
1,رمز,رَمز,NOUN,N------S1R,0,root
2,الناتو,الناتو,X,U---------,1,nmod
3-4[3],للرتب,_[للرتب],_[X],_[U---------],_[1],_[nmod]
3[4],ل[العسكرية],لِ[عَسكَرِيّ],ADP[ADJ],P---------[A-----FS2D],4[3],case[amod]
4[<none>],الرتب[<none>],رُتبِيّ[<none>],NOUN[<none>],N------P2D[<none>],1[<none>],nmod[<none>]
5[<none>],العسكرية[<none>],عَسكَرِيّ[<none>],ADJ[<none>],A-----FS2D[<none>],4[<none>],amod[<none>]

# P1625
# لديه لحن
1[1-2],لديه,لديه[_],X[_],U---------[_],2[_],nmod[_]
2[1],لحن[لدي],لحن[لَدَى],X[ADP],U---------[P---------],0[2],root[case]
<none>[2],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[0],<none>[root]
<none>[3],<none>[لحن],<none>[لحن],<none>[NOUN],<none>[N------S1I],<none>[2],<none>[nsubj]

# P1629
# عنصر ويكي بيانات المُرتبِط بهذه الخاصيَّة
1,عنصر,عُنصُر,NOUN[X],N------S1I[U---------],0,root
2,ويكي,وَيكِيّ[ويكي],ADJ[X],A-----MS1R[U---------],1,amod[nmod]
3,بيانات,بَيَان,NOUN,N------P2R[N------P4R],2[1],nmod
4,المُرتبِط,مُرتَبَِط[المُرتبِط],ADJ[NOUN],A-----MS2D[N------S2D],3,amod[nmod]
5-6,بهذه,_,_,_,_,_
5,ب,بِ,ADP,P---------,7,case
6,هٰذه,هٰذَا,DET,SD----FS2-,7,det
7,الخاصيَّة,خَاصِي[خَاصيََِّة],NOUN,N------S2D,4,obl:arg[nmod]

# P1636
# تاريخ معمودية الشخص في مرحلة الطفولة المبكرة
1,تاريخ,تَارِيخ,NOUN,N------S1R,0,root
2,معمودية,مَعمُودِيَّة[معمودية],NOUN[X],N------S2R,1,nmod
3,الشخص,شَخص,NOUN,N------S2D,2,nmod
4,في,فِي,ADP,P---------,5,case
5,مرحلة,مَرحَلَة,NOUN,N------S2R,1,nmod
6,الطفولة,طُفُولَة,NOUN,N------S2D,5,nmod
7,المبكرة,مُبَكِّر,ADJ,A-----FS2D,6,amod

# P1637
# عدة الهبوط
1,عدة,عِدَّة,NOUN,N------S1R,0,root
2[2-3],الهبوط,هُبُوط[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[3],<none>[cc]
<none>[3],<none>[هبوط],<none>[هُبُوط],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nmod]

# P1639
# القلادة
1,القلادة,قَلَادَة[قِلَادَة],NOUN,N------S1D,0,root

# P1641
# منفذ حاسوب
1,منفذ,مَنفَذ[منفذ],NOUN[X],N------S1I[U---------],0[2],root[nmod]
2,حاسوب,حَاسُوب[حاسوب],ADJ[X],A-----MS1I[U---------],1[0],amod[root]

# P1642
# صفقة الاستحواذ
1,صفقة,صَفقَة,NOUN,N------S1R,0,root
2,الاستحواذ,اِستِحوَاذ[الاستحواذ],NOUN[X],N------S2D[U---------],1,nmod

# P1643
# صفقة المغادرة
1,صفقة,صَفقَة,NOUN,N------S1R,0,root
2[2-3],المغادرة,مُغَادَرَة[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[1],<none>[nmod]
<none>[3],<none>[مغادرة],<none>[مُغَادَرَة],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nmod]

# P1656
# كشفت عنه
1,كشفت,كَشَف,VERB,VP-A-3FS--[VP-A-2MS--],0,root
2[2-3],عنه,هُوَ[_],PRON[_],SP---3MS4-[_],1[_],obj[_]
<none>[2],<none>[عن],<none>[عَن],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[1],<none>[obl:arg]

# P1657
# تقييم فيلم حسب جمعية الفيلم الأمريكي
1,تقييم,تَقيِيم,NOUN,N------S1R,0,root
2,فيلم,فِيلم,NOUN,N------S2I,1,nmod
3,حسب,حَسَبَ,ADP,PI------4-,4,case
4,جمعية,جَمعِيَّة,NOUN,N------S2R,2[1],nmod
5,الفيلم,فِيلم,NOUN,N------S2D,4,nmod
6,الأمريكي,أَمرِيكِيّ,ADJ,A-----MS2D,5,amod

# P1660
# لديه المريض رقم صفر
1-2,لديه,_,_,_,_,_
1,لدي,لَدَى,ADP,P---------,0[2],root[case]
2,ه,هُوَ,PRON,SP---3MS2-,1[0],nmod[root]
3,المريض,مَرِيض,NOUN,N------S1D,1[2],nsubj
4,رقم,رَقم,NOUN,N------S1I[N------S4R],1[3],nmod
5,صفر,صفر[صِفر],X[NOUN],U---------[N------S2I],4,nmod

# P1661
# ترتيب أليكسا
1,ترتيب,تَرتِيب,NOUN,N------S1R,0,root
2,أليكسا,أَلِيكسَا[أليكسا],X,U---------[X---------],1,nmod

# P1677
# المريض رقم صفر
1,المريض,مَرِيض,NOUN,N------S1D,0,root
2,رقم,رَقم,NOUN,N------S1I[N------S1R],1,dep[nmod]
3,صفر,صفر[صِفر],X[NOUN],U---------[N------S2I],2,nmod

# P1678
# لديه شكل الرأس
1-2,لديه,_,_,_,_,_
1,لدي,لَدَى,ADP,P---------,0[2],root[case]
2,ه,هُوَ,PRON,SP---3MS2-,1[0],obl:arg[root]
3,شكل,شَكل,NOUN,N------S1R,1[2],nsubj
4,الرأس,رَأس,NOUN,N------S2D,3,nmod

# P1703
# تم التلقيح بواسطة
1,تم,تَمّ,VERB,VP-A-3MS--,0,root
2,التلقيح,تَلقِيح,NOUN,N------S1D,1,nsubj
3[3-4],بواسطة,بُوسُطِيّ[_],NOUN[_],N------S4I[_],1[_],obl[_]
<none>[3],<none>[ب],<none>[بِ],<none>[ADP],<none>[P---------],<none>[4],<none>[case]
<none>[4],<none>[واسطة],<none>[وَاسِطَة],<none>[NOUN],<none>[N------S2I],<none>[2],<none>[nmod]

# P1716
# الماركة
1,الماركة,مَارِكَة[الماركة],NOUN[X],N------S1D[U---------],0,root

# P1731
# التخصص الصوتي
1,التخصص,تَخَصُّص,NOUN,N------S1D,0,root
2,الصوتي,صَوتِيّ[صُوَتِيّ],ADJ,A-----MS1D,1,amod

# P1740
# تصنيف للأفلام المصورة في هذا المكان
1,تصنيف,تَصنِيف,NOUN,N------S1I[N------S1R],0,root
2-3[2],للأفلام,_[فِيلم],_[NOUN],_[N------P2D],_[1],_[nmod]
2[3],ل[المصورة],لِ[مُصَوَّر],ADP[ADJ],P---------[A-----FS2D],3[2],case[amod]
3[4],الأفلام[في],فِيلم[فِي],NOUN[ADP],N------P2D[P---------],1[6],nmod[case]
4[5],المصورة[هذا],مُصَوَّر[هٰذَا],ADJ[DET],A-----FS2D[SD----MS2-],3[6],amod[det]
5[6],في[المكان],فِي[مَكَان],ADP[NOUN],P---------[N------S2D],7[1],case[nmod]
6[<none>],هذا[<none>],هٰذَا[<none>],DET[<none>],SD----MS2-[<none>],7[<none>],det[<none>]
7[<none>],المكان[<none>],مَكَان[<none>],NOUN[<none>],N------S2D[<none>],1[<none>],nmod[<none>]

# P1750
# يوم الاسم
1,يوم,يَوم,NOUN,N------S4R[N------S1R],0,root
2,الاسم,اِسم,NOUN,N------S2D,1,nmod

# P1752
# مقیاس الرسم
1,مقیاس,مقیاس,NOUN,N------S1R[U---------],0,root
2,الرسم,رَسم,NOUN,N------S2D,1,nmod

# P1753
# قائمة متعلقة بهذا التصنيف
1,قائمة,قَائِمَة,NOUN,N------S1I,0,root
2,متعلقة,مُتَعَلِّق,ADJ,A-----FS2I[A-----FS1I],1,amod
3-4,بهذا,_,_,_,_,_
3,ب,بِ,ADP,P---------,5,case
4,هٰذا,هٰذَا,DET,SD----MS2-,5,det
5,التصنيف,تَصنِيف,NOUN,N------S2D,2,obl:arg

# P1754
# تصنيف متعلق بهذه القائمة
1,تصنيف,تَصنِيف,NOUN,N------S1I,0,root
2,متعلق,مُتَعَلِّق,ADJ,A-----MS1I,1,amod
3-4,بهذه,_,_,_,_,_
3,ب,بِ,ADP,P---------,5,case
4,هٰذه,هٰذَا,DET,SD----FS2-,5,det
5,القائمة,قَائِمَة,NOUN,N------S2D,2,obl:arg[nmod]

# P1774
# ورشة العمل
1,ورشة,وَرشَة[وَرَشَة],NOUN,N------S1R,0,root
2,العمل,عَمَل,NOUN,N------S2D,1,nmod

# P1775
# المتابع
1,المتابع,مَتبَع[مَتبَعَة],NOUN,N------S1D[N------P1D],0,root

# P1778
# تزوير
1,تزوير,تَزوِير,NOUN,N------S1I[N------S1R],0,root

# P1791
# تصنيف للأشخاص الذين دفنوا هنا
1,تصنيف,تَصنِيف,NOUN,N------S1I[N------S1R],0,root
2-3[2],للأشخاص,_[شَخص],_[NOUN],_[N------P2D],_[1],_[nmod]
2[3],ل[الذين],لِ[اَلَّذِي],ADP[DET],P---------[SR----MP2-],3[4],case[nsubj]
3[4],الأشخاص[دفنوا],شَخص[دَفَن],NOUN[VERB],N------P2D[VP-A-3MP--],1[2],nmod[acl:relcl]
4[5],الذين[هنا],اَلَّذِي[هُنَا],DET[ADV],SR----MP2-[D---------],5[4],nsubj[advmod]
5[<none>],دفنوا[<none>],دَفَن[<none>],VERB[<none>],VP-A-3MP--[<none>],3[<none>],acl:relcl[<none>]
6[<none>],هنا[<none>],هُنَا[<none>],ADV[<none>],D---------[<none>],5[<none>],advmod[<none>]

# P1792
# تصنيف للأشخاص المرتبطين
1,تصنيف,تَصنِيف,NOUN,N------S1I[N------S1R],0,root
2-3[2],للأشخاص,_[شَخص],_[NOUN],_[N------P2D],_[1],_[nmod]
2[3],ل[المرتبطين],لِ[مُرتَبَط],ADP[ADJ],P---------[A-----MP2D],3[2],case[amod]
3[<none>],الأشخاص[<none>],شَخص[<none>],NOUN[<none>],N------P2D[<none>],1[<none>],nmod[<none>]
4[<none>],المرتبطين[<none>],مُرتَبِط[<none>],ADJ[<none>],A-----MP2D[<none>],3[<none>],amod[<none>]

# P1809
# مصمم الرقص
1,مصمم,مُصَمَّم[مصمم],NOUN,N------S1R,0,root
2,الرقص,رَقص,NOUN,N------S2D,1,nmod

# P1817
# المرسل إليه
1,المرسل,مُرَسَّل,NOUN[ADJ],N------S1D[A-----MS1D],2[0],nmod[root]
2[2-3],إليه,إِلِيه[_],X[_],U---------[_],0[_],root[_]
<none>[2],<none>[إلي],<none>[إِلَى],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[1],<none>[nmod]

# P1831
# الناخبون
1,الناخبون,نَاخُب[نَاخِب],NOUN,N------P1D,0,root

# P1833
# عدد المستخدمين المسجلين/المساهمين
1,عدد,عَدَد,NOUN,N------S1R,0,root
2,المستخدمين,مُستَخدِم,NOUN,N------P2D,1,nmod
3,المسجلين,مُسَجَّل,ADJ,A-----MP2D,2,amod
4,/,/,PUNCT,G---------,5,punct
5,المساهمين,مُسَاهِم,NOUN,N------P2D,3[2],nmod[appos]

# P1840
# التحقيق من قبل
1,التحقيق,تَحقِيق,NOUN,N------S1D,0,root
2,من,مِن,ADP,P---------,3[1],case
3,قبل,قَبلَ[قِبَل],ADP,PI------2-,1[2],nmod[fixed]

# P1855
# مثال على خاصية ويكي بيانات
1,مثال,مِثَال,NOUN,N------S1I,0,root
2,على,عَلَى,ADP,P---------,3,case
3,خاصية,خَاصِيَة,NOUN,N------S2R,1,nmod
4,ويكي,وَيكِيّ[ويكي],ADJ[X],A-----MS2R[U---------],3,amod[nmod]
5,بيانات,بَيَان,NOUN,N------P2I,4[3],nmod

# P1875
# تمثله
1[1-2],تمثله,تمثله[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[تمثل],<none>[مَثَّل],<none>[VERB],<none>[VIIA-3FS--],<none>[0],<none>[root]
<none>[2],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS4-],<none>[1],<none>[obj]

# P1877
# مأخوذ عن عمل لـ
1,مأخوذ,مَأخُوذ,ADJ,A-----MS1I,0,root
2,عن,عَن,ADP,P---------,3,case
3,عمل,عَمَل,NOUN,N------S2I,1,obl:arg
4,لـ,لِ,ADP,P---------,1[3],punct[case]

# P1878
# تصنيف فوكس-أتيبي
1,تصنيف,تَصنِيف,NOUN,N------S1R,0,root
2,فوكس,فُوكس,X,X---------,1,nmod
3,-,-,PUNCT,G---------,4,punct
4,أتيبي,أتيبي,X,X---------[U---------],2[1],conj[dep]

# P1880
# تقاس بـ
1,تقاس,قَاس,VERB,VIIP-3FS--[VIIA-2MS--],0,root
2,بـ,بِ,ADP,P---------,1,punct[case]

# P1884
# لون الشعر
1,لون,لَون[لون],NOUN,N------S1R,0,root
2,الشعر,شَعر,NOUN,N------S2D,1,nmod

# P1889
# مختلف عن
1,مختلف,مُختَلِف,ADJ,A-----MS1I,0,root
2,عن,عَن,ADP,P---------,1,punct[case]

# P1891
# الموقعون
1,الموقعون,مُوَقِّع,NOUN,N------P1D[N------S1D],0,root

# P1903
# مؤشر التفجر البركاني
1,مؤشر,مُؤَشِّر,NOUN,N------S1R,0,root
2,التفجر,تَفَجُّر,NOUN,N------S2D,1,nmod
3,البركاني,بُركَانِيّ[بَرَكَانِيّ],ADJ,A-----MS2D,2,amod

# P1910
# التعبير المنخفض في
1,التعبير,تَعبِير,NOUN,N------S1D,0,root
2,المنخفض,مُنخَفِض,ADJ,A-----MS1D,1,amod
3,في,فِي,ADP,P---------,1,punct[case]

# P1911
# التعبير المتزايد في
1,التعبير,تَعبِير,NOUN,N------S1D,0,root
2,المتزايد,مُتَزَايِد,ADJ,A-----MS1D,1,amod
3,في,فِي,ADP,P---------,1,punct[case]

# P1912
# يرتبط الحذف بـ
1,يرتبط,اِرتَبَط,VERB,VIIA-3MS--,0,root
2,الحذف,حَذف[حِذف],NOUN,N------S1D,1,nsubj
3,بـ,بِ,ADP,P---------,1,punct[mark]

# P1913
# يرتبط الازدواج الجيني بـ
1,يرتبط,اِرتَبَط,VERB,VIIA-3MS--,0,root
2,الازدواج,اِزدِوَاج,NOUN,N------S1D,1,nsubj
3,الجيني,جِينِيّ,ADJ,A-----MS1D,2,amod
4,بـ,بِ,ADP,P---------,1,punct[mark]

# P1914
# يرتبط الإدراج الجيني بـ
1,يرتبط,اِرتَبَط,VERB,VIIA-3MS--,0,root
2[2-3],الإدراج,إِدرَاج[_],NOUN[_],N------S1D[_],1[_],nsubj[_]
3[2],الجيني[ال],جِينِيّ[اَل],ADJ[X],A-----MS1D[U---------],2[1],amod[nsubj]
4[3],بـ[إدراج],بِ[إِدرَاج],ADP[NOUN],P---------[N------S4R],1,punct[nsubj]
<none>[4],<none>[الجيني],<none>[جِينِيّ],<none>[ADJ],<none>[A-----MS2D],<none>[3],<none>[amod]
<none>[5],<none>[بـ],<none>[بِ],<none>[ADP],<none>[P---------],<none>[1],<none>[mark]

# P1915
# يرتبط الانعكاس الجيني بـ
1,يرتبط,اِرتَبَط,VERB,VIIA-3MS--,0,root
2,الانعكاس,اِنعِكَاس[الانعكاس],NOUN[X],N------S1D[U---------],1,nsubj
3,الجيني,جِينِيّ,ADJ,A-----MS1D,2,amod
4,بـ,بِ,ADP,P---------,1,punct[mark]

# P1916
# يرتبط إحلال الجينات بـ
1,يرتبط,اِرتَبَط,VERB,VIIA-3MS--,0,root
2,إحلال,إِحلَال,NOUN,N------S1R,1,nsubj
3,الجينات,جَيِّنَة[جِينَة],NOUN,N------P2D,2,nmod
4,بـ,بِ,ADP,P---------,1,punct[mark]

# P1917
# يرتبط تعديل ما بعد الترجمة بـ
1,يرتبط,اِرتَبَط,VERB,VIIA-3MS--,0,root
2,تعديل,تَعدِيل,NOUN,N------S1R,1,nsubj
3,ما,مَا,DET,S---------,2,det
4,بعد,بَعدَ,ADP,PI------4-,5,case
5,الترجمة,تَرجَمَة,NOUN,N------S2D,1[2],obl[nmod]
6,بـ,بِ,ADP,P---------,1[5],punct[case]

# P1918
# تغيير التنظيم يؤدي إلى
1,تغيير,تَغيِير,NOUN,N------S1R,3,nsubj
2,التنظيم,تَنظِيم,NOUN,N------S2D,1,nmod
3,يؤدي,أَدَّى,VERB,VIIA-3MS--,0,root
4,إلى,إِلَى,ADP,P---------,3[1],obl[case]

# P1923
# الفِرَق المشاركة
1,الفِرَق,فُِرََق[الفِرَق],NOUN,N------S1D[N------P1D],0,root
2,المشاركة,مُشَارَكَة,NOUN,N------S1D,1,nmod

# P1924
# لقاح لأجل
1,لقاح,لقاح,X,U---------,0,root
2[2-3],لأجل,لأجل[_],ADV[_],D---------[_],1[_],nmod[_]
<none>[2],<none>[ل],<none>[لِ],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[أجل],<none>[أَجل],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[obl]

# P1950
# اسم العائلة الإسباني الثاني
1,اسم,اِسم,NOUN,N------S1R,0,root
2,العائلة,عَائِلَة,NOUN,N------S2D,1,nmod
3,الإسباني,إِسبَانِيّ,ADJ,A-----MS1D[A-----MS2D],1[2],amod
4,الثاني,ثَانِي,ADJ,A-----MS1D[A-----MS2D],1[2],amod

# P1956
# قدرة الإقلاع والهبوط
1,قدرة,قُدرَة,NOUN,N------S1R,0,root
2,الإقلاع,إِقلَاع,NOUN,N------S2D,1,nmod
3[3-4],والهبوط,والهبوط[_],X[_],U---------[_],1[_],nmod[_]
<none>[3],<none>[و],<none>[وَ],<none>[CCONJ],<none>[C---------],<none>[4],<none>[cc]
<none>[4],<none>[الهبوط],<none>[هُبُوط],<none>[NOUN],<none>[N------S2D],<none>[2],<none>[conj]

# P1981
# تقييم الفيلم حسب ضبط النفس الطوعي لصناعة السينما
1,تقييم,تَقيِيم,NOUN,N------S1R,0,root
2,الفيلم,فِيلم,NOUN,N------S2D,1,nmod
3,حسب,حَسَبَ,ADP,PI------4-,4,case
4,ضبط,ضَبط,NOUN,N------S2R,1,nmod[obl]
5,النفس,نَفس,NOUN,N------S2D,4,nmod
6,الطوعي,طَوعِيّ[طُوَعِيّ],ADJ,A-----MS2D,5,amod
7-8,لصناعة,_,_,_,_,_
7,ل,لِ,ADP,P---------,8,case
8,صناعة,صِنَاعَة,NOUN,N------S2R,5,nmod
9,السينما,سِينَمَا,NOUN,N------S2D,8,nmod

# P2012
# المطبخ
1,المطبخ,مَطبَخ[المطبخ],NOUN,N------S1D,0,root

# P2021
# عدد إيردوس
1,عدد,عَدَد,NOUN,N------S1R,0[2],root[nmod]
2,إيردوس,إيردوس,X,U---------,1[0],nmod[root]

# P2033
# تصنيف لصور تم التقاطها بهذه الكاميرا
1,تصنيف,تَصنِيف,NOUN,N------S1I[N------S1R],4[0],nsubj[root]
2-3[2],لصور,_[لَصر],_[NOUN],_[N------P2I],_[1],_[nmod]
2[3],ل[تم],لِ[تَمّ],ADP[VERB],P---------[VP-A-3MS--],3[2],case[acl]
3[4-5],صور[التقاطها],صُورَة[_],NOUN[_],N------P2I[_],1[_],nmod[_]
4,تم[التقاط],تَمّ[اِلتِقَاط],VERB[NOUN],VP-A-3MS--[N------S1R],0[3],root[nsubj]
5-6[5],التقاطها[ها],_[هُوَ],_[PRON],_[SP---3FS2-],_[4],_[nmod]
5[6-7],التقاط[بهذه],اِلتِقَاط[_],NOUN[_],N------S1R[_],4[_],nsubj[_]
6,ها[ب],هُوَ[بِ],PRON[ADP],SP---3FS2-[P---------],5[8],nmod[case]
7-8[7],بهذه[هٰذه],_[هٰذَا],_[DET],_[SD----FS2-],_[8],_[det]
7[8],ب[الكاميرا],بِ[كَامِيرَا],ADP[NOUN],P---------[N------S2D],9[4],case[nmod]
8[<none>],هٰذه[<none>],هٰذَا[<none>],DET[<none>],SD----FS2-[<none>],9[<none>],det[<none>]
9[<none>],الكاميرا[<none>],كَامِيرَا[<none>],NOUN[<none>],N------S2D[<none>],5[<none>],nmod[<none>]

# P2043
# الطُّول
1,الطُّول,طَاّئِل[طََُّّ],NOUN,N------S1D,0,root

# P2044
# الارتفاع عن مستوى البحر
1,الارتفاع,اِرتِفَاع,NOUN,N------S1D,0,root
2,عن,عَن,ADP,P---------,3,case
3,مستوى,مستوى[مُستَوَى],X[NOUN],U---------[N------S2R],1,nmod
4,البحر,بَحر,NOUN,N------S2D,3,nmod

# P2045
# زاوية الميلان
1,زاوية,زَاوِيَة,NOUN,N------S1R,0,root
2,الميلان,الميلان[مِيلَان],X[NOUN],U---------[N------S2D],1,nmod

# P2050
# باع الجناح
1,باع,بَاع,VERB[X],VP-A-3MS--[U---------],0,root
2,الجناح,جَنَاح,NOUN,N------S1D[N------S2D],1,nsubj[nmod]

# P2053
# مساحة المسطح المائي
1,مساحة,مِسَاحَة,NOUN,N------S1R,0,root
2,المسطح,مَسطَح[مُسَطَّح],NOUN,N------S2D,1,nmod
3,المائي,مَائِيّ[مَائِي],ADJ,A-----MS2D,2,amod

# P2055
# الموصلية الكهربائية
1,الموصلية,مَوصِلِيَّة[الموصلية],NOUN,N------S1D,0,root
2,الكهربائية,كَهرَبَائِيَّة,NOUN,N------S1D,1,nmod

# P2056
# السعة الحرارية
1,السعة,سَعَة[سِعَّة],NOUN,N------S1D,0,root
2,الحرارية,حَرَارِيّ[حِرَارِيّ],ADJ,A-----FS1D,1,amod

# P2060
# السطوع
1,السطوع,سَطع[سُطُوع],NOUN,N------S1D,0,root

# P2068
# الموصلية الحرارية
1,الموصلية,مَوصِلِيَّة[الموصلية],NOUN,N------S1D,0,root
2,الحرارية,حَرَارِيّ[حِرَارِيّ],ADJ,A-----FS1D,1,nmod[amod]

# P2069
# العزم المغناطيسي
1,العزم,عَزم,NOUN,N------S1D,0,root
2,المغناطيسي,مُغنَاطِيسِيّ[المغناطيسي],ADJ,A-----MS1D,1,amod

# P2102
# نقطة الغليان
1,نقطة,نُقطَة,NOUN,N------S1R,0,root
