wordnet_entry	translation	status	phrase	masc	pnt	concrete_n	concrete_pn	abstract_n	abstract_pn
sudbury_LN	سدبري	google-translated	0		LN	"lin 'سدبري_N' = mkN nohum (wmkN {g = fem ; sg = ""سدبري"" ; pl = ""سدبري"" }) ;"	lin 'سدبري_LN' = mkLN 'سدبري_N' ;	fun 'سدبري_N' : N ;	fun 'سدبري_LN' : LN ;
sulkava_LN	سولكافا	google-translated	0		LN	"lin 'سولكافا_N' = mkN nohum (wmkN {g = fem ; sg = ""سولكافا"" ; pl = ""سولكافا"" }) ;"	lin 'سولكافا_LN' = mkLN 'سولكافا_N' ;	fun 'سولكافا_N' : N ;	fun 'سولكافا_LN' : LN ;
sumiainen_LN	سومياينن	google-translated	0		LN	"lin 'سومياينن_N' = mkN nohum (wmkN {g = fem ; sg = ""سومياينن"" ; pl = ""سومياينن"" }) ;"	lin 'سومياينن_LN' = mkLN 'سومياينن_N' ;	fun 'سومياينن_N' : N ;	fun 'سومياينن_LN' : LN ;
suodenniemi_LN	سودينيمي	google-translated	0		LN	"lin 'سودينيمي_N' = mkN nohum (wmkN {g = fem ; sg = ""سودينيمي"" ; pl = ""سودينيمي"" }) ;"	lin 'سودينيمي_LN' = mkLN 'سودينيمي_N' ;	fun 'سودينيمي_N' : N ;	fun 'سودينيمي_LN' : LN ;
suolahti_LN	سولاهتي	google-translated	0		LN	"lin 'سولاهتي_N' = mkN nohum (wmkN {g = fem ; sg = ""سولاهتي"" ; pl = ""سولاهتي"" }) ;"	lin 'سولاهتي_LN' = mkLN 'سولاهتي_N' ;	fun 'سولاهتي_N' : N ;	fun 'سولاهتي_LN' : LN ;
suomusjärvi_LN	سوموسجارفي	google-translated	0		LN	"lin 'سوموسجارفي_N' = mkN nohum (wmkN {g = fem ; sg = ""سوموسجارفي"" ; pl = ""سوموسجارفي"" }) ;"	lin 'سوموسجارفي_LN' = mkLN 'سوموسجارفي_N' ;	fun 'سوموسجارفي_N' : N ;	fun 'سوموسجارفي_LN' : LN ;
suonenjoki_LN	سونينجوكي	google-translated	0		LN	"lin 'سونينجوكي_N' = mkN nohum (wmkN {g = fem ; sg = ""سونينجوكي"" ; pl = ""سونينجوكي"" }) ;"	lin 'سونينجوكي_LN' = mkLN 'سونينجوكي_N' ;	fun 'سونينجوكي_N' : N ;	fun 'سونينجوكي_LN' : LN ;
supt_LN	سوبت	google-translated	0		LN	"lin 'سوبت_N' = mkN nohum (wmkN {g = fem ; sg = ""سوبت"" ; pl = ""سوبت"" }) ;"	lin 'سوبت_LN' = mkLN 'سوبت_N' ;	fun 'سوبت_N' : N ;	fun 'سوبت_LN' : LN ;
sutton_at_hone_LN	ساتون آت هون	google-translated	1		LN	"lin 'ساتون آت هون_N' = mkN nohum (wmkN {g = fem ; sg = ""ساتون آت هون"" ; pl = ""ساتون آت هون"" }) ;"	lin 'ساتون آت هون_LN' = mkLN 'ساتون آت هون_N' ;	fun 'ساتون آت هون_N' : N ;	fun 'ساتون آت هون_LN' : LN ;
sutton_coldfield_LN	ساتون كولدفيلد	google-translated	1		LN	"lin 'ساتون كولدفيلد_N' = mkN nohum (wmkN {g = fem ; sg = ""ساتون كولدفيلد"" ; pl = ""ساتون كولدفيلد"" }) ;"	lin 'ساتون كولدفيلد_LN' = mkLN 'ساتون كولدفيلد_N' ;	fun 'ساتون كولدفيلد_N' : N ;	fun 'ساتون كولدفيلد_LN' : LN ;
swadlincote_LN	سوادلينكوت	google-translated	0		LN	"lin 'سوادلينكوت_N' = mkN nohum (wmkN {g = fem ; sg = ""سوادلينكوت"" ; pl = ""سوادلينكوت"" }) ;"	lin 'سوادلينكوت_LN' = mkLN 'سوادلينكوت_N' ;	fun 'سوادلينكوت_N' : N ;	fun 'سوادلينكوت_LN' : LN ;
swanage_LN	سواناج	google-translated	0		LN	"lin 'سواناج_N' = mkN nohum (wmkN {g = fem ; sg = ""سواناج"" ; pl = ""سواناج"" }) ;"	lin 'سواناج_LN' = mkLN 'سواناج_N' ;	fun 'سواناج_N' : N ;	fun 'سواناج_LN' : LN ;
swinton_LN	سوينتون	google-translated	0		LN	"lin 'سوينتون_N' = mkN nohum (wmkN {g = fem ; sg = ""سوينتون"" ; pl = ""سوينتون"" }) ;"	lin 'سوينتون_LN' = mkLN 'سوينتون_N' ;	fun 'سوينتون_N' : N ;	fun 'سوينتون_LN' : LN ;
sysmä_LN	سيسمو	google-translated	0		LN	"lin 'سيسمو_N' = mkN nohum (wmkN {g = fem ; sg = ""سيسمو"" ; pl = ""سيسمو"" }) ;"	lin 'سيسمو_LN' = mkLN 'سيسمو_N' ;	fun 'سيسمو_N' : N ;	fun 'سيسمو_LN' : LN ;
syston_LN	سيستون	google-translated	0		LN	"lin 'سيستون_N' = mkN nohum (wmkN {g = fem ; sg = ""سيستون"" ; pl = ""سيستون"" }) ;"	lin 'سيستون_LN' = mkLN 'سيستون_N' ;	fun 'سيستون_N' : N ;	fun 'سيستون_LN' : LN ;
säkylä_LN	ساكيلا	google-translated	0		LN	"lin 'ساكيلا_N' = mkN nohum (wmkN {g = fem ; sg = ""ساكيلا"" ; pl = ""ساكيلا"" }) ;"	lin 'ساكيلا_LN' = mkLN 'ساكيلا_N' ;	fun 'ساكيلا_N' : N ;	fun 'ساكيلا_LN' : LN ;
särkisalo_LN	ساركيسالو	google-translated	0		LN	"lin 'ساركيسالو_N' = mkN nohum (wmkN {g = fem ; sg = ""ساركيسالو"" ; pl = ""ساركيسالو"" }) ;"	lin 'ساركيسالو_LN' = mkLN 'ساركيسالو_N' ;	fun 'ساركيسالو_N' : N ;	fun 'ساركيسالو_LN' : LN ;
säynätsalo_LN	سيناتسالو	google-translated	0		LN	"lin 'سيناتسالو_N' = mkN nohum (wmkN {g = fem ; sg = ""سيناتسالو"" ; pl = ""سيناتسالو"" }) ;"	lin 'سيناتسالو_LN' = mkLN 'سيناتسالو_N' ;	fun 'سيناتسالو_N' : N ;	fun 'سيناتسالو_LN' : LN ;
taavetti_LN	تافيتي	google-translated	0		LN	"lin 'تافيتي_N' = mkN nohum (wmkN {g = fem ; sg = ""تافيتي"" ; pl = ""تافيتي"" }) ;"	lin 'تافيتي_LN' = mkLN 'تافيتي_N' ;	fun 'تافيتي_N' : N ;	fun 'تافيتي_LN' : LN ;
tadley_LN	تادلي	google-translated	0		LN	"lin 'تادلي_N' = mkN nohum (wmkN {g = fem ; sg = ""تادلي"" ; pl = ""تادلي"" }) ;"	lin 'تادلي_LN' = mkLN 'تادلي_N' ;	fun 'تادلي_N' : N ;	fun 'تادلي_LN' : LN ;
taipalsaari_LN	تايبالساري	google-translated	0		LN	"lin 'تايبالساري_N' = mkN nohum (wmkN {g = fem ; sg = ""تايبالساري"" ; pl = ""تايبالساري"" }) ;"	lin 'تايبالساري_LN' = mkLN 'تايبالساري_N' ;	fun 'تايبالساري_N' : N ;	fun 'تايبالساري_LN' : LN ;
taivalkoski_LN	تايفالكوسكي	google-translated	0		LN	"lin 'تايفالكوسكي_N' = mkN nohum (wmkN {g = fem ; sg = ""تايفالكوسكي"" ; pl = ""تايفالكوسكي"" }) ;"	lin 'تايفالكوسكي_LN' = mkLN 'تايفالكوسكي_N' ;	fun 'تايفالكوسكي_N' : N ;	fun 'تايفالكوسكي_LN' : LN ;
taivassalo_LN	تايفاسالو	google-translated	0		LN	"lin 'تايفاسالو_N' = mkN nohum (wmkN {g = fem ; sg = ""تايفاسالو"" ; pl = ""تايفاسالو"" }) ;"	lin 'تايفاسالو_LN' = mkLN 'تايفاسالو_N' ;	fun 'تايفاسالو_N' : N ;	fun 'تايفاسالو_LN' : LN ;
tallapoosa_river_LN	نهر تالابوسا	google-translated	1		LN	"lin 'نهر تالابوسا_N' = mkN nohum (wmkN {g = fem ; sg = ""نهر تالابوسا"" ; pl = ""نهر تالابوسا"" }) ;"	lin 'نهر تالابوسا_LN' = mkLN 'نهر تالابوسا_N' ;	fun 'نهر تالابوسا_N' : N ;	fun 'نهر تالابوسا_LN' : LN ;
tappan_zee_bridge_LN	جسر تابان زي	google-translated	1		LN	"lin 'جسر تابان زي_N' = mkN nohum (wmkN {g = fem ; sg = ""جسر تابان زي"" ; pl = ""جسر تابان زي"" }) ;"	lin 'جسر تابان زي_LN' = mkLN 'جسر تابان زي_N' ;	fun 'جسر تابان زي_N' : N ;	fun 'جسر تابان زي_LN' : LN ;
tarvasjoki_LN	تارفاسجوكي	google-translated	0		LN	"lin 'تارفاسجوكي_N' = mkN nohum (wmkN {g = fem ; sg = ""تارفاسجوكي"" ; pl = ""تارفاسجوكي"" }) ;"	lin 'تارفاسجوكي_LN' = mkLN 'تارفاسجوكي_N' ;	fun 'تارفاسجوكي_N' : N ;	fun 'تارفاسجوكي_LN' : LN ;
taverham_LN	تافيرهام	google-translated	0		LN	"lin 'تافيرهام_N' = mkN nohum (wmkN {g = fem ; sg = ""تافيرهام"" ; pl = ""تافيرهام"" }) ;"	lin 'تافيرهام_LN' = mkLN 'تافيرهام_N' ;	fun 'تافيرهام_N' : N ;	fun 'تافيرهام_LN' : LN ;
tayside_LN	تايسايد	google-translated	0		LN	"lin 'تايسايد_N' = mkN nohum (wmkN {g = fem ; sg = ""تايسايد"" ; pl = ""تايسايد"" }) ;"	lin 'تايسايد_LN' = mkLN 'تايسايد_N' ;	fun 'تايسايد_N' : N ;	fun 'تايسايد_LN' : LN ;
teekkarikylä_LN	تيكاريكيلا	google-translated	0		LN	"lin 'تيكاريكيلا_N' = mkN nohum (wmkN {g = fem ; sg = ""تيكاريكيلا"" ; pl = ""تيكاريكيلا"" }) ;"	lin 'تيكاريكيلا_LN' = mkLN 'تيكاريكيلا_N' ;	fun 'تيكاريكيلا_N' : N ;	fun 'تيكاريكيلا_LN' : LN ;
teeriniemi_LN	تيرينييمي	google-translated	0		LN	"lin 'تيرينييمي_N' = mkN nohum (wmkN {g = fem ; sg = ""تيرينييمي"" ; pl = ""تيرينييمي"" }) ;"	lin 'تيرينييمي_LN' = mkLN 'تيرينييمي_N' ;	fun 'تيرينييمي_N' : N ;	fun 'تيرينييمي_LN' : LN ;
teignmouth_LN	تيجنماوث	google-translated	0		LN	"lin 'تيجنماوث_N' = mkN nohum (wmkN {g = fem ; sg = ""تيجنماوث"" ; pl = ""تيجنماوث"" }) ;"	lin 'تيجنماوث_LN' = mkLN 'تيجنماوث_N' ;	fun 'تيجنماوث_N' : N ;	fun 'تيجنماوث_LN' : LN ;
tenterden_LN	تينتردين	google-translated	0		LN	"lin 'تينتردين_N' = mkN nohum (wmkN {g = fem ; sg = ""تينتردين"" ; pl = ""تينتردين"" }) ;"	lin 'تينتردين_LN' = mkLN 'تينتردين_N' ;	fun 'تينتردين_N' : N ;	fun 'تينتردين_LN' : LN ;
termi_LN	تيرمي	google-translated	0		LN	"lin 'تيرمي_N' = mkN nohum (wmkN {g = fem ; sg = ""تيرمي"" ; pl = ""تيرمي"" }) ;"	lin 'تيرمي_LN' = mkLN 'تيرمي_N' ;	fun 'تيرمي_N' : N ;	fun 'تيرمي_LN' : LN ;
tervakoski_LN	تيرفاكوسكي	google-translated	0		LN	"lin 'تيرفاكوسكي_N' = mkN nohum (wmkN {g = fem ; sg = ""تيرفاكوسكي"" ; pl = ""تيرفاكوسكي"" }) ;"	lin 'تيرفاكوسكي_LN' = mkLN 'تيرفاكوسكي_N' ;	fun 'تيرفاكوسكي_N' : N ;	fun 'تيرفاكوسكي_LN' : LN ;
tervo_LN	تيرفو	google-translated	0		LN	"lin 'تيرفو_N' = mkN nohum (wmkN {g = fem ; sg = ""تيرفو"" ; pl = ""تيرفو"" }) ;"	lin 'تيرفو_LN' = mkLN 'تيرفو_N' ;	fun 'تيرفو_N' : N ;	fun 'تيرفو_LN' : LN ;
tervola_LN	ترفولا	google-translated	0		LN	"lin 'ترفولا_N' = mkN nohum (wmkN {g = fem ; sg = ""ترفولا"" ; pl = ""ترفولا"" }) ;"	lin 'ترفولا_LN' = mkLN 'ترفولا_N' ;	fun 'ترفولا_N' : N ;	fun 'ترفولا_LN' : LN ;
teuva_LN	تيوفا	google-translated	0		LN	"lin 'تيوفا_N' = mkN nohum (wmkN {g = fem ; sg = ""تيوفا"" ; pl = ""تيوفا"" }) ;"	lin 'تيوفا_LN' = mkLN 'تيوفا_N' ;	fun 'تيوفا_N' : N ;	fun 'تيوفا_LN' : LN ;
thame_LN	ثيم	google-translated	0		LN	"lin 'ثيم_N' = mkN nohum (wmkN {g = fem ; sg = ""ثيم"" ; pl = ""ثيم"" }) ;"	lin 'ثيم_LN' = mkLN 'ثيم_N' ;	fun 'ثيم_N' : N ;	fun 'ثيم_LN' : LN ;
thatcham_LN	ثاتشام	google-translated	0		LN	"lin 'ثاتشام_N' = mkN nohum (wmkN {g = fem ; sg = ""ثاتشام"" ; pl = ""ثاتشام"" }) ;"	lin 'ثاتشام_LN' = mkLN 'ثاتشام_N' ;	fun 'ثاتشام_N' : N ;	fun 'ثاتشام_LN' : LN ;
thirsk_LN	ثيرسك	google-translated	0		LN	"lin 'ثيرسك_N' = mkN nohum (wmkN {g = fem ; sg = ""ثيرسك"" ; pl = ""ثيرسك"" }) ;"	lin 'ثيرسك_LN' = mkLN 'ثيرسك_N' ;	fun 'ثيرسك_N' : N ;	fun 'ثيرسك_LN' : LN ;
thornbury_LN	ثورنبيري	google-translated	0		LN	"lin 'ثورنبيري_N' = mkN nohum (wmkN {g = fem ; sg = ""ثورنبيري"" ; pl = ""ثورنبيري"" }) ;"	lin 'ثورنبيري_LN' = mkLN 'ثورنبيري_N' ;	fun 'ثورنبيري_N' : N ;	fun 'ثورنبيري_LN' : LN ;
thurmaston_LN	ثورماستون	google-translated	0		LN	"lin 'ثورماستون_N' = mkN nohum (wmkN {g = fem ; sg = ""ثورماستون"" ; pl = ""ثورماستون"" }) ;"	lin 'ثورماستون_LN' = mkLN 'ثورماستون_N' ;	fun 'ثورماستون_N' : N ;	fun 'ثورماستون_LN' : LN ;
tidewater_2_LN	تيدِيوُوتر	google-translated	0		LN	"lin 'تيدِيوُوتر_N' = mkN nohum (wmkN {g = fem ; sg = ""تيدِيوُوتر"" ; pl = ""تيدِيوُوتر"" }) ;"	lin 'تيدِيوُوتر_LN' = mkLN 'تيدِيوُوتر_N' ;	fun 'تيدِيوُوتر_N' : N ;	fun 'تيدِيوُوتر_LN' : LN ;
tidworth_LN	تيدْوُورث	google-translated	0		LN	"lin 'تيدْوُورث_N' = mkN nohum (wmkN {g = fem ; sg = ""تيدْوُورث"" ; pl = ""تيدْوُورث"" }) ;"	lin 'تيدْوُورث_LN' = mkLN 'تيدْوُورث_N' ;	fun 'تيدْوُورث_N' : N ;	fun 'تيدْوُورث_LN' : LN ;
tilbury_LN	تيلبيري	google-translated	0		LN	"lin 'تيلبيري_N' = mkN nohum (wmkN {g = fem ; sg = ""تيلبيري"" ; pl = ""تيلبيري"" }) ;"	lin 'تيلبيري_LN' = mkLN 'تيلبيري_N' ;	fun 'تيلبيري_N' : N ;	fun 'تيلبيري_LN' : LN ;
tiverton_LN	تيفرتون	google-translated	0		LN	"lin 'تيفرتون_N' = mkN nohum (wmkN {g = fem ; sg = ""تيفرتون"" ; pl = ""تيفرتون"" }) ;"	lin 'تيفرتون_LN' = mkLN 'تيفرتون_N' ;	fun 'تيفرتون_N' : N ;	fun 'تيفرتون_LN' : LN ;
todmorden_LN	تودموردن	google-translated	0		LN	"lin 'تودموردن_N' = mkN nohum (wmkN {g = fem ; sg = ""تودموردن"" ; pl = ""تودموردن"" }) ;"	lin 'تودموردن_LN' = mkLN 'تودموردن_N' ;	fun 'تودموردن_N' : N ;	fun 'تودموردن_LN' : LN ;
toholampi_LN	توهولامبي	google-translated	0		LN	"lin 'توهولامبي_N' = mkN nohum (wmkN {g = fem ; sg = ""توهولامبي"" ; pl = ""توهولامبي"" }) ;"	lin 'توهولامبي_LN' = mkLN 'توهولامبي_N' ;	fun 'توهولامبي_N' : N ;	fun 'توهولامبي_LN' : LN ;
toijala_LN	تويجالا	google-translated	0		LN	"lin 'تويجالا_N' = mkN nohum (wmkN {g = fem ; sg = ""تويجالا"" ; pl = ""تويجالا"" }) ;"	lin 'تويجالا_LN' = mkLN 'تويجالا_N' ;	fun 'تويجالا_N' : N ;	fun 'تويجالا_LN' : LN ;
toivakka_LN	تويفاكا	google-translated	0		LN	"lin 'تويفاكا_N' = mkN nohum (wmkN {g = fem ; sg = ""تويفاكا"" ; pl = ""تويفاكا"" }) ;"	lin 'تويفاكا_LN' = mkLN 'تويفاكا_N' ;	fun 'تويفاكا_N' : N ;	fun 'تويفاكا_LN' : LN ;
tombigbee_river_LN	نهر تومبيجبي	google-translated	1		LN	"lin 'نهر تومبيجبي_N' = mkN nohum (wmkN {g = fem ; sg = ""نهر تومبيجبي"" ; pl = ""نهر تومبيجبي"" }) ;"	lin 'نهر تومبيجبي_LN' = mkLN 'نهر تومبيجبي_N' ;	fun 'نهر تومبيجبي_N' : N ;	fun 'نهر تومبيجبي_LN' : LN ;
tonbridge_LN	تونبريدج	google-translated	0		LN	"lin 'تونبريدج_N' = mkN nohum (wmkN {g = fem ; sg = ""تونبريدج"" ; pl = ""تونبريدج"" }) ;"	lin 'تونبريدج_LN' = mkLN 'تونبريدج_N' ;	fun 'تونبريدج_N' : N ;	fun 'تونبريدج_LN' : LN ;
tonyrefail_LN	تونيريفايل	google-translated	0		LN	"lin 'تونيريفايل_N' = mkN nohum (wmkN {g = fem ; sg = ""تونيريفايل"" ; pl = ""تونيريفايل"" }) ;"	lin 'تونيريفايل_LN' = mkLN 'تونيريفايل_N' ;	fun 'تونيريفايل_N' : N ;	fun 'تونيريفايل_LN' : LN ;
tower_hamlets_LN	برج هامليتس	google-translated	1		LN	"lin 'برج هامليتس_N' = mkN nohum (wmkN {g = fem ; sg = ""برج هامليتس"" ; pl = ""برج هامليتس"" }) ;"	lin 'برج هامليتس_LN' = mkLN 'برج هامليتس_N' ;	fun 'برج هامليتس_N' : N ;	fun 'برج هامليتس_LN' : LN ;
tralee_LN	ترالي	google-translated	0		LN	"lin 'ترالي_N' = mkN nohum (wmkN {g = fem ; sg = ""ترالي"" ; pl = ""ترالي"" }) ;"	lin 'ترالي_LN' = mkLN 'ترالي_N' ;	fun 'ترالي_N' : N ;	fun 'ترالي_LN' : LN ;
tranent_LN	ترانت	google-translated	0		LN	"lin 'ترانت_N' = mkN nohum (wmkN {g = fem ; sg = ""ترانت"" ; pl = ""ترانت"" }) ;"	lin 'ترانت_LN' = mkLN 'ترانت_N' ;	fun 'ترانت_N' : N ;	fun 'ترانت_LN' : LN ;
trans_LN	عبر	google-translated	0		LN	"lin 'عبر_N' = mkN nohum (wmkN {g = fem ; sg = ""عبر"" ; pl = ""عبر"" }) ;"	lin 'عبر_LN' = mkLN 'عبر_N' ;	fun 'عبر_N' : N ;	fun 'عبر_LN' : LN ;
tredegar_LN	تريديجار	google-translated	0		LN	"lin 'تريديجار_N' = mkN nohum (wmkN {g = fem ; sg = ""تريديجار"" ; pl = ""تريديجار"" }) ;"	lin 'تريديجار_LN' = mkLN 'تريديجار_N' ;	fun 'تريديجار_N' : N ;	fun 'تريديجار_LN' : LN ;
tring_LN	ترينج	google-translated	0		LN	"lin 'ترينج_N' = mkN nohum (wmkN {g = fem ; sg = ""ترينج"" ; pl = ""ترينج"" }) ;"	lin 'ترينج_LN' = mkLN 'ترينج_N' ;	fun 'ترينج_N' : N ;	fun 'ترينج_LN' : LN ;
tullibody_LN	توليبودي	google-translated	0		LN	"lin 'توليبودي_N' = mkN nohum (wmkN {g = fem ; sg = ""توليبودي"" ; pl = ""توليبودي"" }) ;"	lin 'توليبودي_LN' = mkLN 'توليبودي_N' ;	fun 'توليبودي_N' : N ;	fun 'توليبودي_LN' : LN ;
tunbridge_wells_LN	تانبريدج ويلز	google-translated	1		LN	"lin 'تانبريدج ويلز_N' = mkN nohum (wmkN {g = fem ; sg = ""تانبريدج ويلز"" ; pl = ""تانبريدج ويلز"" }) ;"	lin 'تانبريدج ويلز_LN' = mkLN 'تانبريدج ويلز_N' ;	fun 'تانبريدج ويلز_N' : N ;	fun 'تانبريدج ويلز_LN' : LN ;
tupungatito_LN	توبونجاتيتو	google-translated	0		LN	"lin 'توبونجاتيتو_N' = mkN nohum (wmkN {g = fem ; sg = ""توبونجاتيتو"" ; pl = ""توبونجاتيتو"" }) ;"	lin 'توبونجاتيتو_LN' = mkLN 'توبونجاتيتو_N' ;	fun 'توبونجاتيتو_N' : N ;	fun 'توبونجاتيتو_LN' : LN ;
tupungato_volcano_LN	توبونجاتو بركان	google-translated	1		LN	"lin 'توبونجاتو بركان_N' = mkN nohum (wmkN {g = fem ; sg = ""توبونجاتو بركان"" ; pl = ""توبونجاتو بركان"" }) ;"	lin 'توبونجاتو بركان_LN' = mkLN 'توبونجاتو بركان_N' ;	fun 'توبونجاتو بركان_N' : N ;	fun 'توبونجاتو بركان_LN' : LN ;
turenki_LN	تورينكي	google-translated	0		LN	"lin 'تورينكي_N' = mkN nohum (wmkN {g = fem ; sg = ""تورينكي"" ; pl = ""تورينكي"" }) ;"	lin 'تورينكي_LN' = mkLN 'تورينكي_N' ;	fun 'تورينكي_N' : N ;	fun 'تورينكي_LN' : LN ;
tuulos_LN	تولوس	google-translated	0		LN	"lin 'تولوس_N' = mkN nohum (wmkN {g = fem ; sg = ""تولوس"" ; pl = ""تولوس"" }) ;"	lin 'تولوس_LN' = mkLN 'تولوس_N' ;	fun 'تولوس_N' : N ;	fun 'تولوس_LN' : LN ;
tuupovaara_LN	توبوفارا	google-translated	0		LN	"lin 'توبوفارا_N' = mkN nohum (wmkN {g = fem ; sg = ""توبوفارا"" ; pl = ""توبوفارا"" }) ;"	lin 'توبوفارا_LN' = mkLN 'توبوفارا_N' ;	fun 'توبوفارا_N' : N ;	fun 'توبوفارا_LN' : LN ;
tuusniemi_LN	توسنيمي	google-translated	0		LN	"lin 'توسنيمي_N' = mkN nohum (wmkN {g = fem ; sg = ""توسنيمي"" ; pl = ""توسنيمي"" }) ;"	lin 'توسنيمي_LN' = mkLN 'توسنيمي_N' ;	fun 'توسنيمي_N' : N ;	fun 'توسنيمي_LN' : LN ;
tyrnävä_LN	تيرنافا	google-translated	0		LN	"lin 'تيرنافا_N' = mkN nohum (wmkN {g = fem ; sg = ""تيرنافا"" ; pl = ""تيرنافا"" }) ;"	lin 'تيرنافا_LN' = mkLN 'تيرنافا_N' ;	fun 'تيرنافا_N' : N ;	fun 'تيرنافا_LN' : LN ;
töysä_LN	تويسا	google-translated	0		LN	"lin 'تويسا_N' = mkN nohum (wmkN {g = fem ; sg = ""تويسا"" ; pl = ""تويسا"" }) ;"	lin 'تويسا_LN' = mkLN 'تويسا_N' ;	fun 'تويسا_N' : N ;	fun 'تويسا_LN' : LN ;
udi_LN	أودي	google-translated	0		LN	"lin 'أودي_N' = mkN nohum (wmkN {g = fem ; sg = ""أودي"" ; pl = ""أودي"" }) ;"	lin 'أودي_LN' = mkLN 'أودي_N' ;	fun 'أودي_N' : N ;	fun 'أودي_LN' : LN ;
ullava_LN	أولافا	google-translated	0		LN	"lin 'أولافا_N' = mkN nohum (wmkN {g = fem ; sg = ""أولافا"" ; pl = ""أولافا"" }) ;"	lin 'أولافا_LN' = mkLN 'أولافا_N' ;	fun 'أولافا_N' : N ;	fun 'أولافا_LN' : LN ;
ulugh_muztagh_LN	أولوغ موزتاغ	google-translated	1		LN	"lin 'أولوغ موزتاغ_N' = mkN nohum (wmkN {g = fem ; sg = ""أولوغ موزتاغ"" ; pl = ""أولوغ موزتاغ"" }) ;"	lin 'أولوغ موزتاغ_LN' = mkLN 'أولوغ موزتاغ_N' ;	fun 'أولوغ موزتاغ_N' : N ;	fun 'أولوغ موزتاغ_LN' : LN ;
ulverston_LN	أولفرستون	google-translated	0		LN	"lin 'أولفرستون_N' = mkN nohum (wmkN {g = fem ; sg = ""أولفرستون"" ; pl = ""أولفرستون"" }) ;"	lin 'أولفرستون_LN' = mkLN 'أولفرستون_N' ;	fun 'أولفرستون_N' : N ;	fun 'أولفرستون_LN' : LN ;
ulvila_LN	أولفيلا	google-translated	0		LN	"lin 'أولفيلا_N' = mkN nohum (wmkN {g = fem ; sg = ""أولفيلا"" ; pl = ""أولفيلا"" }) ;"	lin 'أولفيلا_LN' = mkLN 'أولفيلا_N' ;	fun 'أولفيلا_N' : N ;	fun 'أولفيلا_LN' : LN ;
uncompahgre_peak_LN	قمة أنكمباهجري	google-translated	1		LN	"lin 'قمة أنكمباهجري_N' = mkN nohum (wmkN {g = fem ; sg = ""قمة أنكمباهجري"" ; pl = ""قمة أنكمباهجري"" }) ;"	lin 'قمة أنكمباهجري_LN' = mkLN 'قمة أنكمباهجري_N' ;	fun 'قمة أنكمباهجري_N' : N ;	fun 'قمة أنكمباهجري_LN' : LN ;
univ_LN	جامعة	google-translated	0		LN	"lin 'جامعة_N' = mkN nohum (wmkN {g = fem ; sg = ""جامعة"" ; pl = ""جامعة"" }) ;"	lin 'جامعة_LN' = mkLN 'جامعة_N' ;	fun 'جامعة_N' : N ;	fun 'جامعة_LN' : LN ;
up_holland_LN	أعلى هولندا	google-translated	1		LN	"lin 'أعلى هولندا_N' = mkN nohum (wmkN {g = fem ; sg = ""أعلى هولندا"" ; pl = ""أعلى هولندا"" }) ;"	lin 'أعلى هولندا_LN' = mkLN 'أعلى هولندا_N' ;	fun 'أعلى هولندا_N' : N ;	fun 'أعلى هولندا_LN' : LN ;
urjala_LN	أورجالا	google-translated	0		LN	"lin 'أورجالا_N' = mkN nohum (wmkN {g = fem ; sg = ""أورجالا"" ; pl = ""أورجالا"" }) ;"	lin 'أورجالا_LN' = mkLN 'أورجالا_N' ;	fun 'أورجالا_N' : N ;	fun 'أورجالا_LN' : LN ;
ushaw_moor_LN	أوشاو مور	google-translated	1		LN	"lin 'أوشاو مور_N' = mkN nohum (wmkN {g = fem ; sg = ""أوشاو مور"" ; pl = ""أوشاو مور"" }) ;"	lin 'أوشاو مور_LN' = mkLN 'أوشاو مور_N' ;	fun 'أوشاو مور_N' : N ;	fun 'أوشاو مور_LN' : LN ;
utajärvi_LN	أوتاجارفي	google-translated	0		LN	"lin 'أوتاجارفي_N' = mkN nohum (wmkN {g = fem ; sg = ""أوتاجارفي"" ; pl = ""أوتاجارفي"" }) ;"	lin 'أوتاجارفي_LN' = mkLN 'أوتاجارفي_N' ;	fun 'أوتاجارفي_N' : N ;	fun 'أوتاجارفي_LN' : LN ;
utsjoki_LN	أوتسجوكي	google-translated	0		LN	"lin 'أوتسجوكي_N' = mkN nohum (wmkN {g = fem ; sg = ""أوتسجوكي"" ; pl = ""أوتسجوكي"" }) ;"	lin 'أوتسجوكي_LN' = mkLN 'أوتسجوكي_N' ;	fun 'أوتسجوكي_N' : N ;	fun 'أوتسجوكي_LN' : LN ;
uttoxeter_LN	أوتوكستر	google-translated	0		LN	"lin 'أوتوكستر_N' = mkN nohum (wmkN {g = fem ; sg = ""أوتوكستر"" ; pl = ""أوتوكستر"" }) ;"	lin 'أوتوكستر_LN' = mkLN 'أوتوكستر_N' ;	fun 'أوتوكستر_N' : N ;	fun 'أوتوكستر_LN' : LN ;
uurainen_LN	أورينين	google-translated	0		LN	"lin 'أورينين_N' = mkN nohum (wmkN {g = fem ; sg = ""أورينين"" ; pl = ""أورينين"" }) ;"	lin 'أورينين_LN' = mkLN 'أورينين_N' ;	fun 'أورينين_N' : N ;	fun 'أورينين_LN' : LN ;
vaala_LN	فالا	google-translated	0		LN	"lin 'فالا_N' = mkN nohum (wmkN {g = fem ; sg = ""فالا"" ; pl = ""فالا"" }) ;"	lin 'فالا_LN' = mkLN 'فالا_N' ;	fun 'فالا_N' : N ;	fun 'فالا_LN' : LN ;
