wordnet_entry	translation	status	phrase	masc	pnt	concrete_n	concrete_pn	abstract_n	abstract_pn
devries_SN	ديفريز	google-translated	0		SN	"lin 'ديفريز_sn_N' = mkN hum (wmkN {sg = ""ديفريز"" ; pl = ""ديفريز"" }) ;"	lin 'ديفريز_sn_PN' = mkPN 'ديفريز_sn_N' ;	fun 'ديفريز_sn_N' : N ;	fun 'ديفريز_sn_PN' : PN ;
dickens_SN	ديكنز	google-translated	0		SN	"lin 'ديكنز_sn_N' = mkN hum (wmkN {sg = ""ديكنز"" ; pl = ""ديكنز"" }) ;"	lin 'ديكنز_sn_PN' = mkPN 'ديكنز_sn_N' ;	fun 'ديكنز_sn_N' : N ;	fun 'ديكنز_sn_PN' : PN ;
diesel_SN	ديزل	google-translated	0		SN	"lin 'ديزل_sn_N' = mkN hum (wmkN {sg = ""ديزل"" ; pl = ""ديزل"" }) ;"	lin 'ديزل_sn_PN' = mkPN 'ديزل_sn_N' ;	fun 'ديزل_sn_N' : N ;	fun 'ديزل_sn_PN' : PN ;
domesday_SN	دوميسْداي		0		SN	"lin 'دوميسْداي_sn_N' = mkN hum (wmkN {sg = ""دوميسْداي"" ; pl = ""دوميسْداي"" }) ;"	lin 'دوميسْداي_sn_PN' = mkPN 'دوميسْداي_sn_N' ;	fun 'دوميسْداي_sn_N' : N ;	fun 'دوميسْداي_sn_PN' : PN ;
domino_SN	دومينو		0		SN	"lin 'دومينو_sn_N' = mkN hum (wmkN {sg = ""دومينو"" ; pl = ""دومينو"" }) ;"	lin 'دومينو_sn_PN' = mkPN 'دومينو_sn_N' ;	fun 'دومينو_sn_N' : N ;	fun 'دومينو_sn_PN' : PN ;
douglas_SN	دوغلاس	google-translated	0		SN	"lin 'دوغلاس_sn_N' = mkN hum (wmkN {sg = ""دوغلاس"" ; pl = ""دوغلاس"" }) ;"	lin 'دوغلاس_sn_PN' = mkPN 'دوغلاس_sn_N' ;	fun 'دوغلاس_sn_N' : N ;	fun 'دوغلاس_sn_PN' : PN ;
dowdy_SN	داوْدي	guessed	0		SN	"lin 'داوْدي_sn_N' = mkN hum (wmkN {sg = ""داوْدي"" ; pl = ""داوْدي"" }) ;"	lin 'داوْدي_sn_PN' = mkPN 'داوْدي_sn_N' ;	fun 'داوْدي_sn_N' : N ;	fun 'داوْدي_sn_PN' : PN ;
down_SN	داوين		0		SN	"lin 'داوين_sn_N' = mkN hum (wmkN {sg = ""داوين"" ; pl = ""داوين"" }) ;"	lin 'داوين_sn_PN' = mkPN 'داوين_sn_N' ;	fun 'داوين_sn_N' : N ;	fun 'داوين_sn_PN' : PN ;
drake_SN	دريك	google-translated	0		SN	"lin 'دريك_sn_N' = mkN hum (wmkN {sg = ""دريك"" ; pl = ""دريك"" }) ;"	lin 'دريك_sn_PN' = mkPN 'دريك_sn_N' ;	fun 'دريك_sn_N' : N ;	fun 'دريك_sn_PN' : PN ;
duncan_SN	دنكان	google-translated	0		SN	"lin 'دنكان_sn_N' = mkN hum (wmkN {sg = ""دنكان"" ; pl = ""دنكان"" }) ;"	lin 'دنكان_sn_PN' = mkPN 'دنكان_sn_N' ;	fun 'دنكان_sn_N' : N ;	fun 'دنكان_sn_PN' : PN ;
eccles_SN	اكليس	google-translated	0		SN	"lin 'اكليس_sn_N' = mkN hum (wmkN {sg = ""اكليس"" ; pl = ""اكليس"" }) ;"	lin 'اكليس_sn_PN' = mkPN 'اكليس_sn_N' ;	fun 'اكليس_sn_N' : N ;	fun 'اكليس_sn_PN' : PN ;
eddy_SN	إيدي	google-translated	0		SN	"lin 'إيدي_sn_N' = mkN hum (wmkN {sg = ""إيدي"" ; pl = ""إيدي"" }) ;"	lin 'إيدي_sn_PN' = mkPN 'إيدي_sn_N' ;	fun 'إيدي_sn_N' : N ;	fun 'إيدي_sn_PN' : PN ;
farmer_SN	فارمر		0		SN	"lin 'فارمر_sn_N' = mkN hum (wmkN {sg = ""فارمر"" ; pl = ""فارمر"" }) ;"	lin 'فارمر_sn_PN' = mkPN 'فارمر_sn_N' ;	fun 'فارمر_sn_N' : N ;	fun 'فارمر_sn_PN' : PN ;
fielding_SN	فيلدينغ	google-translated	0		SN	"lin 'فيلدينغ_sn_N' = mkN hum (wmkN {sg = ""فيلدينغ"" ; pl = ""فيلدينغ"" }) ;"	lin 'فيلدينغ_sn_PN' = mkPN 'فيلدينغ_sn_N' ;	fun 'فيلدينغ_sn_N' : N ;	fun 'فيلدينغ_sn_PN' : PN ;
firth_SN	فيرث	google-translated	0		SN	"lin 'فيرث_sn_N' = mkN hum (wmkN {sg = ""فيرث"" ; pl = ""فيرث"" }) ;"	lin 'فيرث_sn_PN' = mkPN 'فيرث_sn_N' ;	fun 'فيرث_sn_N' : N ;	fun 'فيرث_sn_PN' : PN ;
flinders_SN	فلندرز	google-translated	0		SN	"lin 'فلندرز_sn_N' = mkN hum (wmkN {sg = ""فلندرز"" ; pl = ""فلندرز"" }) ;"	lin 'فلندرز_sn_PN' = mkPN 'فلندرز_sn_N' ;	fun 'فلندرز_sn_N' : N ;	fun 'فلندرز_sn_PN' : PN ;
ford_SN	فورد		0		SN	"lin 'فورد_sn_N' = mkN hum (wmkN {sg = ""فورد"" ; pl = ""فورد"" }) ;"	lin 'فورد_sn_PN' = mkPN 'فورد_sn_N' ;	fun 'فورد_sn_N' : N ;	fun 'فورد_sn_PN' : PN ;
forester_SN	فورستر	google-translated	0		SN	"lin 'فورستر_sn_N' = mkN hum (wmkN {sg = ""فورستر"" ; pl = ""فورستر"" }) ;"	lin 'فورستر_sn_PN' = mkPN 'فورستر_sn_N' ;	fun 'فورستر_sn_N' : N ;	fun 'فورستر_sn_PN' : PN ;
fowler_SN	فاولر		0		SN	"lin 'فاولر_sn_N' = mkN hum (wmkN {sg = ""فاولر"" ; pl = ""فاولر"" }) ;"	lin 'فاولر_sn_PN' = mkPN 'فاولر_sn_N' ;	fun 'فاولر_sn_N' : N ;	fun 'فاولر_sn_PN' : PN ;
fox_SN	فوكس	google-translated	0		SN	"lin 'فوكس_sn_N' = mkN hum (wmkN {sg = ""فوكس"" ; pl = ""فوكس"" }) ;"	lin 'فوكس_sn_PN' = mkPN 'فوكس_sn_N' ;	fun 'فوكس_sn_N' : N ;	fun 'فوكس_sn_PN' : PN ;
france_SN	فِرانْس		0		SN	"lin 'فِرانْس_sn_N' = mkN hum (wmkN {sg = ""فِرانْس"" ; pl = ""فِرانْس"" }) ;"	lin 'فِرانْس_sn_PN' = mkPN 'فِرانْس_sn_N' ;	fun 'فِرانْس_sn_N' : N ;	fun 'فِرانْس_sn_PN' : PN ;
franklin_SN	فرانكلين	google-translated	0		SN	"lin 'فرانكلين_sn_N' = mkN hum (wmkN {sg = ""فرانكلين"" ; pl = ""فرانكلين"" }) ;"	lin 'فرانكلين_sn_PN' = mkPN 'فرانكلين_sn_N' ;	fun 'فرانكلين_sn_N' : N ;	fun 'فرانكلين_sn_PN' : PN ;
freckleton_SN	فريكلتون	google-translated	0		SN	"lin 'فريكلتون_sn_N' = mkN hum (wmkN {sg = ""فريكلتون"" ; pl = ""فريكلتون"" }) ;"	lin 'فريكلتون_sn_PN' = mkPN 'فريكلتون_sn_N' ;	fun 'فريكلتون_sn_N' : N ;	fun 'فريكلتون_sn_PN' : PN ;
frost_SN	فروست		0		SN	"lin 'فروست_sn_N' = mkN hum (wmkN {sg = ""فروست"" ; pl = ""فروست"" }) ;"	lin 'فروست_sn_PN' = mkPN 'فروست_sn_N' ;	fun 'فروست_sn_N' : N ;	fun 'فروست_sn_PN' : PN ;
fry_SN	فراي		0		SN	"lin 'فراي_sn_N' = mkN hum (wmkN {sg = ""فراي"" ; pl = ""فراي"" }) ;"	lin 'فراي_sn_PN' = mkPN 'فراي_sn_N' ;	fun 'فراي_sn_N' : N ;	fun 'فراي_sn_PN' : PN ;
fuller_SN	فولر		0		SN	"lin 'فولر_sn_N' = mkN hum (wmkN {sg = ""فولر"" ; pl = ""فولر"" }) ;"	lin 'فولر_sn_PN' = mkPN 'فولر_sn_N' ;	fun 'فولر_sn_N' : N ;	fun 'فولر_sn_PN' : PN ;
funk_SN	فرَنْك		0		SN	"lin 'فرَنْك_sn_N' = mkN hum (wmkN {sg = ""فرَنْك"" ; pl = ""فرَنْك"" }) ;"	lin 'فرَنْك_sn_PN' = mkPN 'فرَنْك_sn_N' ;	fun 'فرَنْك_sn_N' : N ;	fun 'فرَنْك_sn_PN' : PN ;
gable_SN	غابِل		0		SN	"lin 'غابِل_sn_N' = mkN hum (wmkN {sg = ""غابِل"" ; pl = ""غابِل"" }) ;"	lin 'غابِل_sn_PN' = mkPN 'غابِل_sn_N' ;	fun 'غابِل_sn_N' : N ;	fun 'غابِل_sn_PN' : PN ;
gainsborough_SN	جينزبورو	google-translated	0		SN	"lin 'جينزبورو_sn_N' = mkN hum (wmkN {sg = ""جينزبورو"" ; pl = ""جينزبورو"" }) ;"	lin 'جينزبورو_sn_PN' = mkPN 'جينزبورو_sn_N' ;	fun 'جينزبورو_sn_N' : N ;	fun 'جينزبورو_sn_PN' : PN ;
gamma_SN	جاما	google-translated	0		SN	"lin 'جاما_sn_N' = mkN hum (wmkN {sg = ""جاما"" ; pl = ""جاما"" }) ;"	lin 'جاما_sn_PN' = mkPN 'جاما_sn_N' ;	fun 'جاما_sn_N' : N ;	fun 'جاما_sn_PN' : PN ;
garibaldi_SN	غاريبالدي	google-translated	0		SN	"lin 'غاريبالدي_sn_N' = mkN hum (wmkN {sg = ""غاريبالدي"" ; pl = ""غاريبالدي"" }) ;"	lin 'غاريبالدي_sn_PN' = mkPN 'غاريبالدي_sn_N' ;	fun 'غاريبالدي_sn_N' : N ;	fun 'غاريبالدي_sn_PN' : PN ;
garland_SN	جارلاند	google-translated	0		SN	"lin 'جارلاند_sn_N' = mkN hum (wmkN {sg = ""جارلاند"" ; pl = ""جارلاند"" }) ;"	lin 'جارلاند_sn_PN' = mkPN 'جارلاند_sn_N' ;	fun 'جارلاند_sn_N' : N ;	fun 'جارلاند_sn_PN' : PN ;
garrison_SN	غاريسون		0		SN	"lin 'غاريسون_sn_N' = mkN hum (wmkN {sg = ""غاريسون"" ; pl = ""غاريسون"" }) ;"	lin 'غاريسون_sn_PN' = mkPN 'غاريسون_sn_N' ;	fun 'غاريسون_sn_N' : N ;	fun 'غاريسون_sn_PN' : PN ;
gauss_SN	غاوس	google-translated	0		SN	"lin 'غاوس_sn_N' = mkN hum (wmkN {sg = ""غاوس"" ; pl = ""غاوس"" }) ;"	lin 'غاوس_sn_PN' = mkPN 'غاوس_sn_N' ;	fun 'غاوس_sn_N' : N ;	fun 'غاوس_sn_PN' : PN ;
geiger_SN	جيجر	google-translated	0		SN	"lin 'جيجر_sn_N' = mkN hum (wmkN {sg = ""جيجر"" ; pl = ""جيجر"" }) ;"	lin 'جيجر_sn_PN' = mkPN 'جيجر_sn_N' ;	fun 'جيجر_sn_N' : N ;	fun 'جيجر_sn_PN' : PN ;
genet_SN	جينيت	google-translated	0		SN	"lin 'جينيت_sn_N' = mkN hum (wmkN {sg = ""جينيت"" ; pl = ""جينيت"" }) ;"	lin 'جينيت_sn_PN' = mkPN 'جينيت_sn_N' ;	fun 'جينيت_sn_N' : N ;	fun 'جينيت_sn_PN' : PN ;
gibbon_SN	جيبون	google-translated	0		SN	"lin 'جيبون_sn_N' = mkN hum (wmkN {sg = ""جيبون"" ; pl = ""جيبون"" }) ;"	lin 'جيبون_sn_PN' = mkPN 'جيبون_sn_N' ;	fun 'جيبون_sn_N' : N ;	fun 'جيبون_sn_PN' : PN ;
gilbert_SN	جيلبرت	google-translated	0		SN	"lin 'جيلبرت_sn_N' = mkN hum (wmkN {sg = ""جيلبرت"" ; pl = ""جيلبرت"" }) ;"	lin 'جيلبرت_sn_PN' = mkPN 'جيلبرت_sn_N' ;	fun 'جيلبرت_sn_N' : N ;	fun 'جيلبرت_sn_PN' : PN ;
goldsmith_SN	جولدسميث	google-translated	0		SN	"lin 'جولدسميث_sn_N' = mkN hum (wmkN {sg = ""جولدسميث"" ; pl = ""جولدسميث"" }) ;"	lin 'جولدسميث_sn_PN' = mkPN 'جولدسميث_sn_N' ;	fun 'جولدسميث_sn_N' : N ;	fun 'جولدسميث_sn_PN' : PN ;
gordon_SN	جوردون	google-translated	0		SN	"lin 'جوردون_sn_N' = mkN hum (wmkN {sg = ""جوردون"" ; pl = ""جوردون"" }) ;"	lin 'جوردون_sn_PN' = mkPN 'جوردون_sn_N' ;	fun 'جوردون_sn_N' : N ;	fun 'جوردون_sn_PN' : PN ;
gore_SN	جور	google-translated	0		SN	"lin 'جور_sn_N' = mkN hum (wmkN {sg = ""جور"" ; pl = ""جور"" }) ;"	lin 'جور_sn_PN' = mkPN 'جور_sn_N' ;	fun 'جور_sn_N' : N ;	fun 'جور_sn_PN' : PN ;
gorky_SN	غوركي	google-translated	0		SN	"lin 'غوركي_sn_N' = mkN hum (wmkN {sg = ""غوركي"" ; pl = ""غوركي"" }) ;"	lin 'غوركي_sn_PN' = mkPN 'غوركي_sn_N' ;	fun 'غوركي_sn_N' : N ;	fun 'غوركي_sn_PN' : PN ;
gram_SN	غرام	google-translated	0		SN	"lin 'غرام_sn_N' = mkN hum (wmkN {sg = ""غرام"" ; pl = ""غرام"" }) ;"	lin 'غرام_sn_PN' = mkPN 'غرام_sn_N' ;	fun 'غرام_sn_N' : N ;	fun 'غرام_sn_PN' : PN ;
grant_SN	غرانت		0		SN	"lin 'غرانت_sn_N' = mkN hum (wmkN {sg = ""غرانت"" ; pl = ""غرانت"" }) ;"	lin 'غرانت_sn_PN' = mkPN 'غرانت_sn_N' ;	fun 'غرانت_sn_N' : N ;	fun 'غرانت_sn_PN' : PN ;
grass_SN	غراس		0		SN	"lin 'غراس_sn_N' = mkN hum (wmkN {sg = ""غراس"" ; pl = ""غراس"" }) ;"	lin 'غراس_sn_PN' = mkPN 'غراس_sn_N' ;	fun 'غراس_sn_N' : N ;	fun 'غراس_sn_PN' : PN ;
green_SN	غرين		0		SN	"lin 'غرين_sn_N' = mkN hum (wmkN {sg = ""غرين"" ; pl = ""غرين"" }) ;"	lin 'غرين_sn_PN' = mkPN 'غرين_sn_N' ;	fun 'غرين_sn_N' : N ;	fun 'غرين_sn_PN' : PN ;
grey_SN	غراي		0		SN	"lin 'غراي_sn_N' = mkN hum (wmkN {sg = ""غراي"" ; pl = ""غراي"" }) ;"	lin 'غراي_sn_PN' = mkPN 'غراي_sn_N' ;	fun 'غراي_sn_N' : N ;	fun 'غراي_sn_PN' : PN ;
grinstead_SN	جرينستيد	google-translated	0		SN	"lin 'جرينستيد_sn_N' = mkN hum (wmkN {sg = ""جرينستيد"" ; pl = ""جرينستيد"" }) ;"	lin 'جرينستيد_sn_PN' = mkPN 'جرينستيد_sn_N' ;	fun 'جرينستيد_sn_N' : N ;	fun 'جرينستيد_sn_PN' : PN ;
guest_SN	جيسْت		0		SN	"lin 'جيسْت_sn_N' = mkN hum (wmkN {sg = ""جيسْت"" ; pl = ""جيسْت"" }) ;"	lin 'جيسْت_sn_PN' = mkPN 'جيسْت_sn_N' ;	fun 'جيسْت_sn_N' : N ;	fun 'جيسْت_sn_PN' : PN ;
guinness_SN	غينيس	google-translated	0		SN	"lin 'غينيس_sn_N' = mkN hum (wmkN {sg = ""غينيس"" ; pl = ""غينيس"" }) ;"	lin 'غينيس_sn_PN' = mkPN 'غينيس_sn_N' ;	fun 'غينيس_sn_N' : N ;	fun 'غينيس_sn_PN' : PN ;
hall_SN	هول		0		SN	"lin 'هول_sn_N' = mkN hum (wmkN {sg = ""هول"" ; pl = ""هول"" }) ;"	lin 'هول_sn_PN' = mkPN 'هول_sn_N' ;	fun 'هول_sn_N' : N ;	fun 'هول_sn_PN' : PN ;
hamilton_SN	هاميلتون	google-translated	0		SN	"lin 'هاميلتون_sn_N' = mkN hum (wmkN {sg = ""هاميلتون"" ; pl = ""هاميلتون"" }) ;"	lin 'هاميلتون_sn_PN' = mkPN 'هاميلتون_sn_N' ;	fun 'هاميلتون_sn_N' : N ;	fun 'هاميلتون_sn_PN' : PN ;
harlow_SN	هارلو	google-translated	0		SN	"lin 'هارلو_sn_N' = mkN hum (wmkN {sg = ""هارلو"" ; pl = ""هارلو"" }) ;"	lin 'هارلو_sn_PN' = mkPN 'هارلو_sn_N' ;	fun 'هارلو_sn_N' : N ;	fun 'هارلو_sn_PN' : PN ;
hart_SN	هارت	google-translated	0		SN	"lin 'هارت_sn_N' = mkN hum (wmkN {sg = ""هارت"" ; pl = ""هارت"" }) ;"	lin 'هارت_sn_PN' = mkPN 'هارت_sn_N' ;	fun 'هارت_sn_N' : N ;	fun 'هارت_sn_PN' : PN ;
hartley_SN	هارتلي	google-translated	0		SN	"lin 'هارتلي_sn_N' = mkN hum (wmkN {sg = ""هارتلي"" ; pl = ""هارتلي"" }) ;"	lin 'هارتلي_sn_PN' = mkPN 'هارتلي_sn_N' ;	fun 'هارتلي_sn_N' : N ;	fun 'هارتلي_sn_PN' : PN ;
harvey_SN	هارفي	google-translated	0		SN	"lin 'هارفي_sn_N' = mkN hum (wmkN {sg = ""هارفي"" ; pl = ""هارفي"" }) ;"	lin 'هارفي_sn_PN' = mkPN 'هارفي_sn_N' ;	fun 'هارفي_sn_N' : N ;	fun 'هارفي_sn_PN' : PN ;
hastings_SN	هاستينغز	google-translated	0		SN	"lin 'هاستينغز_sn_N' = mkN hum (wmkN {sg = ""هاستينغز"" ; pl = ""هاستينغز"" }) ;"	lin 'هاستينغز_sn_PN' = mkPN 'هاستينغز_sn_N' ;	fun 'هاستينغز_sn_N' : N ;	fun 'هاستينغز_sn_PN' : PN ;
herder_SN	هردر		0		SN	"lin 'هردر_sn_N' = mkN hum (wmkN {sg = ""هردر"" ; pl = ""هردر"" }) ;"	lin 'هردر_sn_PN' = mkPN 'هردر_sn_N' ;	fun 'هردر_sn_N' : N ;	fun 'هردر_sn_PN' : PN ;
hertz_SN	هيرتز	google-translated	0		SN	"lin 'هيرتز_sn_N' = mkN hum (wmkN {sg = ""هيرتز"" ; pl = ""هيرتز"" }) ;"	lin 'هيرتز_sn_PN' = mkPN 'هيرتز_sn_N' ;	fun 'هيرتز_sn_N' : N ;	fun 'هيرتز_sn_PN' : PN ;
hill_SN	هيل		0		SN	"lin 'هيل_sn_N' = mkN hum (wmkN {sg = ""هيل"" ; pl = ""هيل"" }) ;"	lin 'هيل_sn_PN' = mkPN 'هيل_sn_N' ;	fun 'هيل_sn_N' : N ;	fun 'هيل_sn_PN' : PN ;
hobson_SN	هوبسون	google-translated	0		SN	"lin 'هوبسون_sn_N' = mkN hum (wmkN {sg = ""هوبسون"" ; pl = ""هوبسون"" }) ;"	lin 'هوبسون_sn_PN' = mkPN 'هوبسون_sn_N' ;	fun 'هوبسون_sn_N' : N ;	fun 'هوبسون_sn_PN' : PN ;
hogan_SN	هوجان	google-translated	0		SN	"lin 'هوجان_sn_N' = mkN hum (wmkN {sg = ""هوجان"" ; pl = ""هوجان"" }) ;"	lin 'هوجان_sn_PN' = mkPN 'هوجان_sn_N' ;	fun 'هوجان_sn_N' : N ;	fun 'هوجان_sn_PN' : PN ;
homer_SN	هوميروس	google-translated	0		SN	"lin 'هوميروس_sn_N' = mkN hum (wmkN {sg = ""هوميروس"" ; pl = ""هوميروس"" }) ;"	lin 'هوميروس_sn_PN' = mkPN 'هوميروس_sn_N' ;	fun 'هوميروس_sn_N' : N ;	fun 'هوميروس_sn_PN' : PN ;
hooker_SN	هوكر		0		SN	"lin 'هوكر_sn_N' = mkN hum (wmkN {sg = ""هوكر"" ; pl = ""هوكر"" }) ;"	lin 'هوكر_sn_PN' = mkPN 'هوكر_sn_N' ;	fun 'هوكر_sn_N' : N ;	fun 'هوكر_sn_PN' : PN ;
hoover_SN	هوفر	google-translated	0		SN	"lin 'هوفر_sn_N' = mkN hum (wmkN {sg = ""هوفر"" ; pl = ""هوفر"" }) ;"	lin 'هوفر_sn_PN' = mkPN 'هوفر_sn_N' ;	fun 'هوفر_sn_N' : N ;	fun 'هوفر_sn_PN' : PN ;
hope_SN	هوب		0		SN	"lin 'هوب_sn_N' = mkN hum (wmkN {sg = ""هوب"" ; pl = ""هوب"" }) ;"	lin 'هوب_sn_PN' = mkPN 'هوب_sn_N' ;	fun 'هوب_sn_N' : N ;	fun 'هوب_sn_PN' : PN ;
hosp_SN	مستشفى	google-translated	0		SN	"lin 'مستشفى_sn_N' = mkN hum (wmkN {sg = ""مستشفى"" ; pl = ""مستشفى"" }) ;"	lin 'مستشفى_sn_PN' = mkPN 'مستشفى_sn_N' ;	fun 'مستشفى_sn_N' : N ;	fun 'مستشفى_sn_PN' : PN ;
houghton_SN	هوتون	google-translated	0		SN	"lin 'هوتون_sn_N' = mkN hum (wmkN {sg = ""هوتون"" ; pl = ""هوتون"" }) ;"	lin 'هوتون_sn_PN' = mkPN 'هوتون_sn_N' ;	fun 'هوتون_sn_N' : N ;	fun 'هوتون_sn_PN' : PN ;
houston_SN	هيوستن	google-translated	0		SN	"lin 'هيوستن_sn_N' = mkN hum (wmkN {sg = ""هيوستن"" ; pl = ""هيوستن"" }) ;"	lin 'هيوستن_sn_PN' = mkPN 'هيوستن_sn_N' ;	fun 'هيوستن_sn_N' : N ;	fun 'هيوستن_sn_PN' : PN ;
howard_SN	هوارد	google-translated	0		SN	"lin 'هوارد_sn_N' = mkN hum (wmkN {sg = ""هوارد"" ; pl = ""هوارد"" }) ;"	lin 'هوارد_sn_PN' = mkPN 'هوارد_sn_N' ;	fun 'هوارد_sn_N' : N ;	fun 'هوارد_sn_PN' : PN ;
hull_SN	هال	google-translated	0		SN	"lin 'هال_sn_N' = mkN hum (wmkN {sg = ""هال"" ; pl = ""هال"" }) ;"	lin 'هال_sn_PN' = mkPN 'هال_sn_N' ;	fun 'هال_sn_N' : N ;	fun 'هال_sn_PN' : PN ;
hunt_SN	هَنْت	guessed	0		SN	"lin 'هَنْت_sn_N' = mkN hum (wmkN {sg = ""هَنْت"" ; pl = ""هَنْت"" }) ;"	lin 'هَنْت_sn_PN' = mkPN 'هَنْت_sn_N' ;	fun 'هَنْت_sn_N' : N ;	fun 'هَنْت_sn_PN' : PN ;
indiana_SN	إنديانا	google-translated	0		SN	"lin 'إنديانا_sn_N' = mkN hum (wmkN {sg = ""إنديانا"" ; pl = ""إنديانا"" }) ;"	lin 'إنديانا_sn_PN' = mkPN 'إنديانا_sn_N' ;	fun 'إنديانا_sn_N' : N ;	fun 'إنديانا_sn_PN' : PN ;
jacquard_SN	الجاكار	google-translated	0		SN	"lin 'الجاكار_sn_N' = mkN hum (wmkN {sg = ""الجاكار"" ; pl = ""الجاكار"" }) ;"	lin 'الجاكار_sn_PN' = mkPN 'الجاكار_sn_N' ;	fun 'الجاكار_sn_N' : N ;	fun 'الجاكار_sn_PN' : PN ;
johnstone_SN	جونستون	google-translated	0		SN	"lin 'جونستون_sn_N' = mkN hum (wmkN {sg = ""جونستون"" ; pl = ""جونستون"" }) ;"	lin 'جونستون_sn_PN' = mkPN 'جونستون_sn_N' ;	fun 'جونستون_sn_N' : N ;	fun 'جونستون_sn_PN' : PN ;
joule_SN	جول	google-translated	0		SN	"lin 'جول_sn_N' = mkN hum (wmkN {sg = ""جول"" ; pl = ""جول"" }) ;"	lin 'جول_sn_PN' = mkPN 'جول_sn_N' ;	fun 'جول_sn_N' : N ;	fun 'جول_sn_PN' : PN ;
joyce_SN	جويس	google-translated	0		SN	"lin 'جويس_sn_N' = mkN hum (wmkN {sg = ""جويس"" ; pl = ""جويس"" }) ;"	lin 'جويس_sn_PN' = mkPN 'جويس_sn_N' ;	fun 'جويس_sn_N' : N ;	fun 'جويس_sn_PN' : PN ;
kazan_SN	كازان	google-translated	0		SN	"lin 'كازان_sn_N' = mkN hum (wmkN {sg = ""كازان"" ; pl = ""كازان"" }) ;"	lin 'كازان_sn_PN' = mkPN 'كازان_sn_N' ;	fun 'كازان_sn_N' : N ;	fun 'كازان_sn_PN' : PN ;
kelvin_SN	كلفن	google-translated	0		SN	"lin 'كلفن_sn_N' = mkN hum (wmkN {sg = ""كلفن"" ; pl = ""كلفن"" }) ;"	lin 'كلفن_sn_PN' = mkPN 'كلفن_sn_N' ;	fun 'كلفن_sn_N' : N ;	fun 'كلفن_sn_PN' : PN ;
kent_SN	كينت	google-translated	0		SN	"lin 'كينت_sn_N' = mkN hum (wmkN {sg = ""كينت"" ; pl = ""كينت"" }) ;"	lin 'كينت_sn_PN' = mkPN 'كينت_sn_N' ;	fun 'كينت_sn_N' : N ;	fun 'كينت_sn_PN' : PN ;
kern_SN	كيرن	google-translated	0		SN	"lin 'كيرن_sn_N' = mkN hum (wmkN {sg = ""كيرن"" ; pl = ""كيرن"" }) ;"	lin 'كيرن_sn_PN' = mkPN 'كيرن_sn_N' ;	fun 'كيرن_sn_N' : N ;	fun 'كيرن_sn_PN' : PN ;
kettering_SN	كيترينج	google-translated	0		SN	"lin 'كيترينج_sn_N' = mkN hum (wmkN {sg = ""كيترينج"" ; pl = ""كيترينج"" }) ;"	lin 'كيترينج_sn_PN' = mkPN 'كيترينج_sn_N' ;	fun 'كيترينج_sn_N' : N ;	fun 'كيترينج_sn_PN' : PN ;
key_SN	كي	guessed	0		SN	"lin 'كي_sn_N' = mkN hum (wmkN {sg = ""كي"" ; pl = ""كي"" }) ;"	lin 'كي_sn_PN' = mkPN 'كي_sn_N' ;	fun 'كي_sn_N' : N ;	fun 'كي_sn_PN' : PN ;
kid_SN	كيد	google-translated	0		SN	"lin 'كيد_sn_N' = mkN hum (wmkN {sg = ""كيد"" ; pl = ""كيد"" }) ;"	lin 'كيد_sn_PN' = mkPN 'كيد_sn_N' ;	fun 'كيد_sn_N' : N ;	fun 'كيد_sn_PN' : PN ;
king_SN	كينغ		0		SN	"lin 'كينغ_sn_N' = mkN hum (wmkN {sg = ""كينغ"" ; pl = ""كينغ"" }) ;"	lin 'كينغ_sn_PN' = mkPN 'كينغ_sn_N' ;	fun 'كينغ_sn_N' : N ;	fun 'كينغ_sn_PN' : PN ;
koski_SN	كوسكي	google-translated	0		SN	"lin 'كوسكي_sn_N' = mkN hum (wmkN {sg = ""كوسكي"" ; pl = ""كوسكي"" }) ;"	lin 'كوسكي_sn_PN' = mkPN 'كوسكي_sn_N' ;	fun 'كوسكي_sn_N' : N ;	fun 'كوسكي_sn_PN' : PN ;
lamb_SN	لامب		0		SN	"lin 'لامب_sn_N' = mkN hum (wmkN {sg = ""لامب"" ; pl = ""لامب"" }) ;"	lin 'لامب_sn_PN' = mkPN 'لامب_sn_N' ;	fun 'لامب_sn_N' : N ;	fun 'لامب_sn_PN' : PN ;
lambert_SN	لامبرت	google-translated	0		SN	"lin 'لامبرت_sn_N' = mkN hum (wmkN {sg = ""لامبرت"" ; pl = ""لامبرت"" }) ;"	lin 'لامبرت_sn_PN' = mkPN 'لامبرت_sn_N' ;	fun 'لامبرت_sn_N' : N ;	fun 'لامبرت_sn_PN' : PN ;
lancaster_SN	لانكستر	google-translated	0		SN	"lin 'لانكستر_sn_N' = mkN hum (wmkN {sg = ""لانكستر"" ; pl = ""لانكستر"" }) ;"	lin 'لانكستر_sn_PN' = mkPN 'لانكستر_sn_N' ;	fun 'لانكستر_sn_N' : N ;	fun 'لانكستر_sn_PN' : PN ;
land_SN	لانْد		0		SN	"lin 'لانْد_sn_N' = mkN hum (wmkN {sg = ""لانْد"" ; pl = ""لانْد"" }) ;"	lin 'لانْد_sn_PN' = mkPN 'لانْد_sn_N' ;	fun 'لانْد_sn_N' : N ;	fun 'لانْد_sn_PN' : PN ;
